"titleInfo.title","subject.topic","language.languageTerm"
"International commercial litigation [*] Women and Muslim family laws in Arab states [*] Muslim family laws in Arab states","[*] Domestic relations (Islamic law) [*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] Internationaal privaatrecht [*] Economic aspects [*] Planning [*] Internationales Privatrecht [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] LAW / International [*] Law and legislation [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Statistics [*] Islamic law [*] Indigenous peoples [*] International business enterprises [*] Customary law [*] Commercial law [*] Land tenure [*] Internationaal handelsrecht [*] Faculty [*] Endowments [*] Familienrecht [*] Muslim women [*] Married women (Islamic law) [*] Burgerlijk procesrecht [*] Personenrecht [*] Human rights [*] Europees recht [*] International Humanitarian Law, Law of Armed Conflict [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Internationale Handelsschiedsgerichtsbarkeit [*] Funds and scholarships","[*] fre [*] eng [*] English"
"[*] Women and Muslim family laws in Arab states Chinese law [*] Muslim family laws in Arab states","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] Internationaal privaatrecht [*] Economic aspects [*] Law reform [*] Planning [*] Internationales Privatrecht [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] LAW / International [*] Law and legislation [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Statistics [*] Islamic law [*] Indigenous peoples [*] International business enterprises [*] Customary law [*] Commercial law [*] Land tenure [*] Internationaal handelsrecht [*] International law [*] Faculty [*] Endowments [*] Familienrecht [*] Muslim women [*] Burgerlijk procesrecht [*] Personenrecht [*] Human rights [*] Europees recht [*] International Humanitarian Law, Law of Armed Conflict [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] Islamitische wereld [*] Internationale Handelsschiedsgerichtsbarkeit [*] Funds and scholarships","[*] fre [*] English [*] eng"
"Recognition of Foreign Administrative Acts [*] Women and Muslim family laws in Arab states [*] Muslim family laws in Arab states","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] Internationaal privaatrecht [*] Economic aspects [*] Planning [*] Public International Law [*] Internationales Privatrecht [*] Gender identity Copyright [*] Study and teaching [*] Public international law [*] Islam [*] Comparative law [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Law and legislation [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Statistics [*] Islamic law [*] Indigenous peoples [*] International business enterprises [*] Customary law [*] Commercial law [*] Land tenure [*] Faculty [*] Endowments [*] Administrative law [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Administrative Law [*] Europees recht [*] European Law [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] Islamitische wereld [*] Private international law [*] International law [*] Internationale Handelsschiedsgerichtsbarkeit [*] Funds and scholarships","[*] fre [*] English [*] eng"
"evolution of the law and politics of water [*] Women and Muslim family laws in Arab states [*] Muslim family laws in Arab states","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Planning [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Comparative law [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Pollution [*] Islamic law [*] Indigenous peoples [*] Political Science [*] International business enterprises [*] Commercial law [*] Environment [*] Land tenure [*] Faculty [*] Endowments [*] Geography (general) [*] Water [*] Geography [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Water rights [*] Political science [*] Vocational guidance [*] Legal status, laws, etc [*] Environmental sciences [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] fre [*] English [*] eng"
"Law across borders [*] Women and Muslim family laws in Arab states [*] Muslim family laws in Arab states","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Criminal law [*] Planning [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Comparative law [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] Exterritoriality [*] Law, general [*] Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Jurisdiction [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Pollution [*] Islamic law [*] Indigenous peoples [*] Political Science [*] International business enterprises [*] Commercial law [*] Environment [*] Land tenure [*] Faculty [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Political science [*] Human rights [*] Vocational guidance [*] Legal status, laws, etc [*] Environmental sciences [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] fre [*] English [*] eng"
"[*] Supreme Court records and briefs [*] US Supreme Court records and briefs Law across borders [*] [Records and briefs of the United States Supreme Court] [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Records and briefs [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Criminal law [*] Planning [*] Environmental law [*] Law reports, digests, etc [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Comparative law [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] Law, general [*] Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Jurisdiction [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Pollution [*] Islamic law [*] Indigenous peoples [*] Political Science [*] International business enterprises [*] Commercial law [*] Environment [*] Land tenure [*] Faculty [*] Political science [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Human rights [*] Vocational guidance [*] Legal status, laws, etc [*] Environmental sciences [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] fre [*] English [*] eng"
"[*] Supreme Court records and briefs [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures Law across borders [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Terminology [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Criminal law [*] Planning [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Comparative law [*] Frau [*] Bible and law [*] Transsexuals [*] Conflict of laws [*] Law [*] Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Pollution [*] Islamic law [*] Indigenous peoples [*] Political Science [*] International business enterprises [*] Commercial law [*] Environment [*] Land tenure [*] Faculty [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Jewish law [*] Political science [*] Human rights [*] Vocational guidance [*] Legal status, laws, etc [*] Environmental sciences [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] fre [*] English [*] eng"
"[*] Supreme Court records and briefs [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States Private law in China and Taiwan","[*] Transgender people [*] Graduate work [*] Terminology [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Planning [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Civil law [*] Islam [*] Comparative law [*] Frau [*] Bible and law [*] Transsexuals [*] Conflict of laws [*] Law [*] Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Pollution [*] Islamic law [*] Indigenous peoples [*] Political Science [*] International business enterprises [*] Commercial law [*] Environment [*] Land tenure [*] Faculty [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Political science [*] Vocational guidance [*] Legal status, laws, etc [*] LAW / Civil Law [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] fre [*] English [*] eng"
"[*] Supreme Court records and briefs [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States [Commercial laws and regulations of Russia in translation]","[*] Transgender people [*] Graduate work [*] Terminology [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Planning [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Civil law [*] Islam [*] Comparative law [*] Frau [*] Bible and law [*] Transsexuals [*] Conflict of laws [*] Law [*] Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Pollution [*] Islamic law [*] Indigenous peoples [*] Political Science [*] International business enterprises [*] Commercial law [*] Environment [*] Land tenure [*] Faculty [*] Endowments [*] Geography (general) [*] Water [*] Foreign trade regulation [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Political science [*] Vocational guidance [*] LAW / Civil Law [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Legal status, laws, etc [*] Funds and scholarships","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States European Perspectives on Behavioural Law and Economics","[*] Transgender people [*] Graduate work [*] Terminology [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Planning [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Civil law [*] Islam [*] Frau [*] Law and economics [*] Transsexuals [*] Conflict of laws [*] Law [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Theories of Law, Philosophy of Law, Legal History [*] Islamic law [*] Philosophy [*] Political Science [*] International business enterprises [*] Psychology [*] Commercial law [*] Psychological aspects [*] Faculty [*] Fundamentals of Law [*] Law and Psychology [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Vocational guidance [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Legal status, laws, etc [*] Funds and scholarships","[*] English [*] eng [*] rus"
"International law for seagoing officers [*] Supreme Court records and briefs [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Sea-power [*] Planning [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Civil law [*] Islam [*] Economic zones (Law of the sea) [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] LAW / Maritime [*] Islamic law [*] Philosophy [*] Political Science [*] International business enterprises [*] Psychology [*] Commercial law [*] Psychological aspects [*] Faculty [*] Fundamentals of Law [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Territorial waters [*] Law of the sea [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] War, Maritime (International law) [*] Familierecht [*] Contiguous zones (Law of the sea) [*] Islamitische wereld [*] International law [*] Funds and scholarships [*] Harbors","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs Contractualisation of Family Law - Global Perspectives [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Sea-power [*] Planning [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Civil law [*] Islam [*] Frau [*] Transsexuals [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] LAW / Maritime [*] Islamic law [*] Conflict of laws [*] Philosophy [*] Political Science [*] International business enterprises [*] Psychology [*] Commercial law [*] Psychological aspects [*] Faculty [*] Fundamentals of Law [*] Endowments [*] Geography (general) [*] Sociology of Family, Youth and Aging [*] Water [*] Civil Law [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Territorial waters [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] War, Maritime (International law) [*] Familierecht [*] Islamitische wereld [*] Family [*] International law [*] Funds and scholarships [*] Harbors","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] Genesis to Revelation [*] US Supreme Court records and briefs [*] law in the Scriptures [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Cases and points of the Supreme Court of the United States General Principles of Law - The Role of the Judiciary","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Human Rights [*] Sea-power [*] Planning [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Frau [*] Transsexuals [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] LAW / Maritime [*] Theories of Law, Philosophy of Law, Legal History [*] Islamic law [*] Philosophy [*] Political Science [*] International business enterprises [*] Psychology [*] Commercial law [*] Psychological aspects [*] Faculty [*] Fundamentals of Law [*] Endowments [*] Geography (general) [*] Water [*] Familienrecht [*] Muslim women [*] Personenrecht [*] Law, general [*] Territorial waters [*] Philosophy of law [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] War, Maritime (International law) [*] Familierecht [*] Islamitische wereld [*] Philosophy of Law [*] International law [*] Funds and scholarships [*] Harbors","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] business lawyer [*] US Supreme Court records and briefs [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs General Principles of Law - The Role of the Judiciary [*] Bus. lawyer [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Planning [*] CORPORATION LAW [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Frau [*] Transsexuals [*] Endowments [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Geography (general) [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Corporation law [*] Islamic law [*] Philosophy [*] Political Science [*] International business enterprises [*] Psychology [*] COMMERCIAL LAW [*] Commercial law [*] Psychological aspects [*] Faculty [*] Fundamentals of Law [*] UNITED STATES [*] Droit des affaires [*] BANKING LAW [*] Familienrecht [*] Muslim women [*] Water [*] Personenrecht [*] Law, general [*] Philosophy of law [*] Vocational guidance [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Legal status, laws, etc [*] Funds and scholarships [*] Harbors","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] business lawyer [*] US Supreme Court records and briefs [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs Multilevel Protection of the Principle of Legality in Criminal Law [*] Bus. lawyer [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Human Rights [*] Criminal law [*] Planning [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Comparative law [*] Frau [*] Transsexuals [*] Endowments [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Geography (general) [*] Law and legislation [*] Criminal Law [*] Women (Islamic law) [*] Constitutional law [*] Gays [*] Constitutional Law [*] Vrouwen [*] Islamic law [*] Philosophy [*] International business enterprises [*] Commercial law [*] Psychological aspects [*] Faculty [*] Familienrecht [*] Muslim women [*] Water [*] Sources and Subjects of International Law, International Organizations [*] Personenrecht [*] Human rights [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships [*] Harbors","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] business lawyer [*] US Supreme Court records and briefs [*] United States Supreme Court records and briefs Rational suicide, irrational laws [*] U.S. Supreme Court records and briefs [*] Bus. lawyer [*] Cases and points of the Supreme Court of the United States","[*] Prevention [*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Human Rights [*] Criminal law [*] Planning [*] PSYCHOLOGY / Forensic Psychology [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Frau [*] Transsexuals [*] Endowments [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Geography (general) [*] Law and legislation [*] Public Policy [*] Criminal Law [*] Women (Islamic law) [*] Constitutional law [*] Gays [*] Constitutional Law [*] Vrouwen [*] Islamic law [*] Philosophy [*] International business enterprises [*] Government policy [*] Commercial law [*] Faculty [*] legislation & jurisprudence [*] Familienrecht [*] Muslim women [*] Suicide [*] Water [*] Sources and Subjects of International Law, International Organizations [*] Personenrecht [*] LAW / Forensic Science [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] business lawyer [*] US Supreme Court records and briefs [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs [*] Bus. lawyer [*] Cases and points of the Supreme Court of the United States Prohibition of abuse of law","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Human Rights [*] Criminal law [*] Planning [*] PSYCHOLOGY / Forensic Psychology [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Islam [*] Frau [*] Transsexuals [*] Endowments [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Geography (general) [*] Law and legislation [*] Public Policy [*] Criminal Law [*] Women (Islamic law) [*] Constitutional law [*] Gays [*] Constitutional Law [*] Vrouwen [*] Islamic law [*] Philosophy [*] International business enterprises [*] Government policy [*] Commercial law [*] Faculty [*] legislation & jurisprudence [*] Water [*] Interpretation and construction [*] Familienrecht [*] Muslim women [*] Rule of law [*] Suicide [*] Sources and Subjects of International Law, International Organizations [*] Personenrecht [*] LAW / Forensic Science [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] Islamitische wereld [*] International law [*] Funds and scholarships","[*] English [*] eng [*] rus"
"[*] Supreme Court records and briefs [*] business lawyer [*] US Supreme Court records and briefs [*] United States Supreme Court records and briefs [*] U.S. Supreme Court records and briefs Dieselgate [*] Bus. lawyer [*] Cases and points of the Supreme Court of the United States","[*] Transgender people [*] Graduate work [*] Graduate students [*] Degrees [*] International & Foreign Law/Comparative Law [*] Planning [*] Islam [*] Environmental law [*] Statistics [*] Gender identity Copyright [*] Study and teaching [*] Trade [*] Comparative law [*] Frau [*] Transsexuals [*] Endowments [*] Conflict of laws [*] Law [*] Private International Law, International & Foreign Law, Comparative Law [*] Law and legislation [*] Environmental Law/Policy/Ecojustice [*] Women (Islamic law) [*] Gays [*] Vrouwen [*] Islamic law [*] Philosophy [*] International business enterprises [*] Government policy [*] Commercial law [*] Faculty [*] legislation & jurisprudence [*] Environmental policy [*] Water [*] Interpretation and construction [*] Familienrecht [*] Muslim women [*] Suicide [*] Personenrecht [*] International Economic Law, Trade Law [*] International Environmental Law [*] European Law [*] Vocational guidance [*] Legal status, laws, etc [*] Codification [*] Familierecht [*] International environmental law [*] Islamitische wereld [*] Private international law [*] International law [*] Funds and scholarships","[*] English [*] eng [*] rus"
